Bug ID,Bigrams
540039.0,"['layout griddata', 'displayed java', 'swt widgets', 'java lang', 'widgets composite']"
540405.0,"['right click', 'make sure', 'version repeat', 'git projects', 'project move']"
540528.0,"['vendor version', 'version claim', 'version underlying', 'os version', 'also version']"
542265.0,"['jface jar', 'macosx org', 'macosx jar', 'eclipse jface', 'jar org']"
542514.0,"['simple scenario', 'time let', 'change affects', 'one plugin', 'trivial change']"
542675.0,"['gtk gtk', 'widgets display', 'gtk main', 'widgets widget', 'gtk version']"
542830.0,"['ui internal', 'ui texteditor', 'take ui', 'ui actions', 'eclipse ui']"
544897.0,"['view lambda', 'workbench lambda', 'util lambda', 'lang reflect', 'reflect method']"
545180.0,"['event send', 'impl send', 'emf notify', 'osgi framework', 'widgets display']"
545307.0,"['org eclipse', 'whitespace character', 'configuration org', 'eclipse generates', 'reports error']"
545684.0,"['times till', 'sshd jgit', 'sshd client', 'push pull', 'error fri']"
545826.0,"['compiler configuration', 'zero callers', 'basically since', 'functionality also', 'callers even']"
546668.0,"['ui configuration', 'installed features', 'properly updated', 'ide installed', 'eclipse ide']"
547409.0,"['cli everything', 'via cli', 'test project', 'attached project', 'project via']"
548571.0,"['version build', 'internal jobs', 'installer version', 'installer log', 'internal core']"
548790.0,"['world std', 'std endl', 'std vector', 'std cout', 'resolve std']"
548961.0,"['equinox internal', 'observable realm', 'ui internal', 'internal adaptor', 'jdk internal']"
551389.0,"['sun misc', 'start fine', 'attachment workspace', 'created attachment', 'runner run']"
553581.0,"['editor observed', 'observed causes', 'freeze happened', 'html editor', 'editor steps']"
558531.0,"['version vendor', 'w workspace', 'amazon com', 'vendor amazon', 'product w']"
558588.0,"['java lang', 'java net', 'getting java', 'runs properly', 'java maven']"
559009.0,"['org eclipse', 'eclipse sets', 'eclipse jdt', 'jdt internal', 'current directory']"
559010.0,"['pom xml', 'test classpath', 'understand eclipse', 'bank msg', 'misc launcher']"
559011.0,"['test work', 'dependencies however', 'pom xml', 'sun misc', 'malformed test']"
559084.0,"['requires org', 'resolve dependencies', 'details help', 'resolve project', 'rcp feature']"
560091.0,"['type resolution', 'inline rename', 'types impl', 'first rename', 'pressing enter']"
561597.0,"['start org', 'jface util', 'lambda org', 'org eclipse', 'error window']"
